f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,y
19/04/2018,0,9.8,44,1.4,1268,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,520
30/04/2018,6,14.9,64,0.5,424,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,397
12/04/2018,7,7.6,54,1.7,1690,-1.1,0.13,0.0,0.0,Spring,No Holiday,Yes,1054
25/10/2018,13,19.4,32,1.1,1787,2.2,2.31,0.0,0.0,Autumn,No Holiday,Yes,1154
20/11/2018,5,0.7,49,0.4,1998,-8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,141
05/08/2018,18,31.8,63,4.0,1849,23.8,0.81,0.0,0.0,Summer,No Holiday,Yes,1247
11/12/2017,16,-6.0,40,4.0,2000,-17.4,0.55,0.0,0.0,Winter,No Holiday,Yes,277
13/07/2018,19,29.8,68,2.6,1749,23.2,0.81,0.0,0.0,Summer,No Holiday,Yes,2320
09/12/2017,8,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,Winter,No Holiday,Yes,222
04/03/2018,3,8.5,96,0.4,238,7.8,0.0,0.1,0.0,Spring,No Holiday,Yes,90
16/06/2018,15,27.8,41,1.6,1851,13.3,2.89,0.0,0.0,Summer,No Holiday,Yes,1861
12/02/2018,15,-2.1,30,3.9,1933,-17.3,2.22,0.0,0.0,Winter,No Holiday,Yes,228
26/05/2018,12,26.2,31,1.2,1161,7.7,3.18,0.0,0.0,Spring,No Holiday,Yes,1285
04/09/2018,0,21.4,97,0.1,404,20.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,500
04/02/2018,12,-8.3,32,1.8,1295,-22.1,1.99,0.0,0.0,Winter,No Holiday,Yes,165
02/12/2017,0,-1.8,87,1.1,994,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes,328
02/10/2018,13,20.4,36,2.6,1776,4.8,2.71,0.0,0.0,Autumn,No Holiday,No,0
15/01/2018,8,4.1,85,1.1,470,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,444
13/06/2018,18,23.4,63,3.6,1245,15.9,0.5,0.0,0.0,Summer,No Holiday,Yes,2479
23/03/2018,6,2.3,80,0.7,546,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,243
30/07/2018,1,28.5,54,1.1,2000,18.2,0.0,0.0,0.0,Summer,No Holiday,Yes,575
21/04/2018,14,25.0,14,3.8,1858,-4.3,3.29,0.0,0.0,Spring,No Holiday,Yes,1511
28/04/2018,7,10.8,78,0.5,335,7.1,0.26,0.0,0.0,Spring,No Holiday,Yes,376
23/10/2018,9,11.7,77,0.8,394,7.7,0.25,0.0,0.0,Autumn,No Holiday,Yes,1026
29/03/2018,9,13.5,79,1.9,382,9.9,0.2,0.0,0.0,Spring,No Holiday,Yes,757
07/03/2018,7,2.2,65,1.9,2000,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,598
27/08/2018,10,21.7,97,1.0,1249,21.1,0.29,2.5,0.0,Summer,No Holiday,Yes,104
14/04/2018,18,9.6,79,1.8,2000,6.1,0.39,0.0,0.0,Spring,No Holiday,Yes,706
23/05/2018,0,15.8,97,2.4,181,15.3,0.0,3.5,0.0,Spring,No Holiday,Yes,32
24/01/2018,13,-12.0,25,6.0,1887,-28.0,1.27,0.0,0.9,Winter,No Holiday,Yes,140
29/12/2017,23,0.3,80,0.8,264,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,236
01/07/2018,8,22.1,93,0.5,805,20.9,0.14,1.0,0.0,Summer,No Holiday,Yes,20
06/05/2018,8,15.2,97,1.0,414,14.7,0.08,2.0,0.0,Spring,No Holiday,Yes,16
21/01/2018,3,-2.0,60,0.5,474,-8.7,0.0,0.0,0.0,Winter,No Holiday,Yes,107
22/02/2018,7,-3.7,64,0.7,1891,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,373
12/12/2017,12,-8.3,35,2.9,1967,-21.0,1.14,0.0,0.0,Winter,No Holiday,Yes,228
04/07/2018,13,31.0,60,2.6,1657,22.3,2.75,0.0,0.0,Summer,No Holiday,Yes,1007
14/07/2018,7,24.9,81,0.3,1289,21.4,0.24,0.0,0.0,Summer,No Holiday,Yes,537
03/10/2018,5,11.8,82,1.1,1878,8.8,0.0,0.0,0.0,Autumn,Holiday,Yes,173
01/05/2018,13,23.0,63,3.1,494,15.5,1.92,0.0,0.0,Spring,Holiday,Yes,1493
20/08/2018,10,29.3,49,2.0,1875,17.4,1.65,0.0,0.0,Summer,No Holiday,Yes,719
18/06/2018,2,20.7,76,0.3,920,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,436
19/11/2018,20,6.0,50,1.5,931,-3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,1030
21/05/2018,13,22.8,31,1.9,1923,4.7,3.49,0.0,0.0,Spring,No Holiday,Yes,1456
12/07/2018,19,27.4,78,1.1,1899,23.2,0.27,0.0,0.0,Summer,No Holiday,Yes,2313
17/01/2018,9,3.0,66,0.7,306,-2.7,0.12,0.0,0.0,Winter,No Holiday,Yes,337
26/03/2018,7,6.0,96,0.6,94,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,581
02/11/2018,19,12.8,40,1.4,1870,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1568
14/11/2018,16,15.2,40,2.7,1371,1.6,0.87,0.0,0.0,Autumn,No Holiday,Yes,1137
09/01/2018,6,-5.6,52,3.7,1785,-13.9,0.0,0.0,0.9,Winter,No Holiday,Yes,126
08/10/2018,16,20.3,25,1.8,2000,-0.3,1.15,0.0,0.0,Autumn,No Holiday,Yes,1603
24/06/2018,15,31.8,31,3.4,1400,12.5,2.85,0.0,0.0,Summer,No Holiday,Yes,1213
13/05/2018,23,13.0,89,1.3,326,11.2,0.0,0.0,0.0,Spring,No Holiday,Yes,814
10/07/2018,14,25.5,77,0.8,1957,21.1,0.75,0.0,0.0,Summer,No Holiday,Yes,1142
10/03/2018,8,1.5,73,1.2,466,-2.8,0.11,0.0,0.0,Spring,No Holiday,Yes,340
05/12/2017,19,-3.2,45,0.0,2000,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,597
28/08/2018,18,24.3,97,0.8,105,23.7,0.01,18.5,0.0,Summer,No Holiday,Yes,96
30/11/2018,1,1.3,63,2.0,1379,-4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,456
09/04/2018,23,9.6,43,1.2,1333,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,623
27/05/2018,10,21.6,33,2.0,1697,0.0,1.86,0.0,0.0,Spring,No Holiday,Yes,821
02/07/2018,13,22.6,97,0.6,367,22.0,0.3,0.5,0.0,Summer,No Holiday,Yes,304
05/09/2018,14,27.9,42,5.0,1914,13.7,2.79,0.0,0.0,Autumn,No Holiday,Yes,989
28/03/2018,11,15.6,60,3.7,817,7.8,1.44,0.0,0.0,Spring,No Holiday,Yes,588
09/05/2018,6,9.2,64,1.0,2000,2.7,0.02,0.0,0.0,Spring,No Holiday,Yes,556
18/10/2018,21,12.6,60,0.5,2000,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1466
30/10/2018,19,8.0,52,2.1,2000,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1442
06/10/2018,22,17.7,78,0.3,2000,13.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1459
08/05/2018,10,20.0,48,1.9,2000,8.6,2.46,0.0,0.0,Spring,No Holiday,Yes,792
27/04/2018,8,11.6,58,1.4,1150,3.6,0.79,0.0,0.0,Spring,No Holiday,Yes,1922
09/05/2018,9,14.4,46,1.2,1899,2.9,1.77,0.0,0.0,Spring,No Holiday,Yes,928
18/09/2018,11,24.1,46,2.1,1678,11.7,2.03,0.0,0.0,Autumn,No Holiday,No,0
15/09/2018,19,23.8,78,2.2,1991,19.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1578
19/06/2018,10,23.7,56,1.6,1074,14.3,1.34,0.0,0.0,Summer,No Holiday,Yes,937
20/02/2018,2,-0.8,76,0.8,421,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,115
19/10/2018,14,19.8,32,2.3,1978,2.6,2.25,0.0,0.0,Autumn,No Holiday,Yes,1221
01/11/2018,17,13.7,37,1.4,2000,-0.7,0.49,0.0,0.0,Autumn,No Holiday,Yes,1569
25/04/2018,8,8.8,37,0.9,1939,-5.1,0.89,0.0,0.0,Spring,No Holiday,Yes,1900
06/02/2018,2,-11.2,36,2.9,1981,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes,59
25/09/2018,21,18.5,48,1.0,2000,7.2,0.0,0.0,0.0,Autumn,Holiday,Yes,1565
13/06/2018,21,21.8,67,0.0,1485,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes,2166
25/06/2018,15,32.7,31,1.7,1243,13.3,2.3,0.0,0.0,Summer,No Holiday,Yes,1184
27/09/2018,7,13.2,60,0.5,2000,5.5,0.02,0.0,0.0,Autumn,No Holiday,Yes,1364
17/06/2018,9,22.5,66,1.2,605,15.8,0.97,0.0,0.0,Summer,No Holiday,Yes,944
02/03/2018,10,-1.8,30,2.1,1608,-17.1,1.59,0.0,0.0,Spring,No Holiday,Yes,274
28/08/2018,12,25.2,89,1.4,340,23.2,0.32,2.0,0.0,Summer,No Holiday,Yes,25
24/12/2017,5,5.1,82,0.6,185,2.2,0.0,0.0,0.0,Winter,Holiday,Yes,44
13/08/2018,22,29.9,60,1.3,2000,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1635
20/01/2018,7,0.2,60,0.3,1145,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,101
15/07/2018,1,25.5,83,2.3,1576,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,868
21/07/2018,8,27.4,63,0.9,1043,19.7,1.03,0.0,0.0,Summer,No Holiday,Yes,720
01/02/2018,22,-3.9,52,1.2,1871,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,235
09/05/2018,13,20.1,36,1.1,1933,4.5,3.34,0.0,0.0,Spring,No Holiday,Yes,1188
05/05/2018,12,21.9,35,3.4,1586,5.7,2.74,0.0,0.0,Spring,No Holiday,Yes,1258
10/08/2018,17,36.3,40,2.7,2000,20.5,1.93,0.0,0.0,Summer,No Holiday,Yes,1293
13/04/2018,19,16.9,19,0.5,2000,-6.9,0.06,0.0,0.0,Spring,No Holiday,Yes,1641
01/05/2018,6,17.8,85,0.6,265,15.2,0.0,0.0,0.0,Spring,Holiday,Yes,306
22/08/2018,16,37.4,35,1.3,2000,19.3,2.0,0.0,0.0,Summer,No Holiday,Yes,993
22/08/2018,20,33.2,51,1.0,2000,21.6,0.02,0.0,0.0,Summer,No Holiday,Yes,1808
12/12/2017,2,-11.5,50,0.7,2000,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,95
17/01/2018,12,8.1,51,1.4,367,-1.4,0.75,0.0,0.0,Winter,No Holiday,Yes,310
11/04/2018,18,15.2,21,2.9,2000,-7.0,0.94,0.0,0.0,Spring,No Holiday,No,0
02/09/2018,10,25.0,47,1.5,2000,12.8,2.17,0.0,0.0,Autumn,No Holiday,Yes,802
05/05/2018,10,18.1,46,2.9,1755,6.2,2.17,0.0,0.0,Spring,No Holiday,Yes,877
18/02/2018,13,3.7,17,1.4,2000,-19.1,1.98,0.0,0.0,Winter,No Holiday,Yes,337
21/07/2018,6,24.9,76,0.0,1473,20.3,0.02,0.0,0.0,Summer,No Holiday,Yes,381
26/10/2018,9,12.0,86,0.8,405,9.7,0.07,0.5,0.0,Autumn,No Holiday,Yes,144
28/12/2017,8,-4.7,30,0.6,2000,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,554
01/09/2018,7,21.1,81,1.0,1738,17.7,0.14,0.0,0.0,Autumn,No Holiday,Yes,511
06/08/2018,21,30.6,70,1.6,1542,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1611
11/01/2018,14,-7.4,38,3.3,1718,-19.3,1.15,0.0,0.0,Winter,No Holiday,Yes,187
24/07/2018,22,29.8,66,3.2,1511,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,1773
29/03/2018,2,12.9,83,1.6,369,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,254
25/10/2018,6,7.5,86,1.3,1301,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,450
21/01/2018,13,4.9,22,2.0,1446,-15.0,1.0,0.0,0.0,Winter,No Holiday,Yes,343
19/10/2018,0,10.3,67,1.5,2000,4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,783
09/08/2018,22,27.5,82,0.4,1228,24.1,0.0,0.0,0.0,Summer,No Holiday,Yes,1494
27/10/2018,11,10.4,42,4.1,1988,-1.9,2.01,0.0,0.0,Autumn,No Holiday,Yes,996
01/07/2018,3,22.7,86,0.7,1455,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,368
02/03/2018,2,-5.3,52,1.2,1434,-13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,71
17/01/2018,6,2.7,71,1.1,270,-2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,115
27/06/2018,12,24.1,73,2.2,992,18.9,2.15,0.0,0.0,Summer,No Holiday,Yes,1145
24/01/2018,7,-15.9,30,3.0,2000,-29.5,0.0,0.0,0.9,Winter,No Holiday,Yes,164
06/02/2018,19,-8.4,37,4.0,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,251
04/11/2018,23,10.6,73,1.3,931,5.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,656
02/02/2018,10,-4.1,43,1.2,1187,-14.8,0.59,0.0,0.0,Winter,No Holiday,Yes,187
23/11/2018,21,2.2,28,0.8,2000,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,679
15/12/2017,22,-0.1,49,2.0,870,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,296
06/12/2017,18,1.7,90,1.0,66,0.2,0.0,0.3,0.3,Winter,No Holiday,Yes,204
13/12/2017,11,-8.1,35,1.8,1806,-20.9,0.96,0.0,0.0,Winter,No Holiday,Yes,251
03/02/2018,20,-8.5,31,4.1,2000,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes,109
01/07/2018,11,21.2,97,1.2,105,20.6,0.15,18.5,0.0,Summer,No Holiday,Yes,11
16/12/2017,22,-7.6,41,1.6,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,155
26/08/2018,1,22.5,80,0.6,2000,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,769
20/11/2018,19,8.7,34,2.2,1857,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1317
21/06/2018,9,22.7,59,2.0,940,14.2,1.77,0.0,0.0,Summer,No Holiday,Yes,1360
04/10/2018,14,24.3,39,1.7,2000,9.4,2.18,0.0,0.0,Autumn,No Holiday,No,0
13/11/2018,19,9.8,45,1.3,1882,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1529
15/07/2018,22,27.5,77,0.9,1778,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1607
09/10/2018,17,18.4,39,2.1,2000,4.1,0.45,0.0,0.0,Autumn,Holiday,No,0
25/08/2018,4,23.2,79,1.8,1941,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes,306
14/07/2018,4,25.1,82,1.5,1336,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,307
28/10/2018,17,9.4,85,1.2,2000,6.9,0.07,1.5,0.0,Autumn,No Holiday,Yes,535
24/03/2018,9,6.5,40,2.5,588,-6.1,0.69,0.0,0.0,Spring,No Holiday,Yes,456
19/02/2018,12,4.7,43,2.1,1131,-6.8,1.38,0.0,0.0,Winter,No Holiday,Yes,361
10/09/2018,12,26.7,40,1.4,2000,11.9,2.92,0.0,0.0,Autumn,No Holiday,Yes,1095
14/04/2018,20,9.4,76,2.6,1376,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,640
10/04/2018,20,19.1,58,6.1,2000,10.6,0.0,0.0,0.0,Spring,No Holiday,Yes,336
23/05/2018,11,18.9,42,3.8,2000,5.6,3.13,0.0,0.0,Spring,No Holiday,Yes,1012
04/10/2018,20,21.3,53,1.8,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No,0
08/05/2018,15,22.4,39,1.9,2000,7.7,2.16,0.0,0.0,Spring,No Holiday,Yes,1267
26/10/2018,23,10.2,64,3.9,2000,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,603
06/11/2018,9,10.1,68,0.2,578,4.4,0.33,0.0,0.0,Autumn,No Holiday,No,0
23/05/2018,2,15.0,97,2.5,236,14.5,0.0,3.0,0.0,Spring,No Holiday,Yes,34
23/05/2018,20,16.7,61,1.9,2000,9.1,0.05,0.0,0.0,Spring,No Holiday,Yes,2001
03/01/2018,4,-6.1,45,2.3,2000,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,43
11/03/2018,16,11.9,25,2.7,1424,-7.5,1.83,0.0,0.0,Spring,No Holiday,Yes,1205
02/01/2018,17,0.3,27,2.6,2000,-16.5,0.18,0.0,0.0,Winter,No Holiday,Yes,373
11/04/2018,14,16.4,28,3.4,1804,-2.1,3.16,0.0,0.0,Spring,No Holiday,No,0
06/12/2017,3,-3.2,78,0.0,1808,-6.4,0.0,0.2,0.4,Winter,No Holiday,Yes,78
01/03/2018,12,0.5,46,4.7,1172,-9.8,2.49,0.0,0.0,Spring,Holiday,Yes,311
19/09/2018,4,19.5,70,0.5,2000,13.8,0.0,0.0,0.0,Autumn,No Holiday,No,0
04/09/2018,11,24.5,64,2.7,2000,17.2,2.7,0.0,0.0,Autumn,No Holiday,Yes,940
02/11/2018,4,5.2,74,1.3,1386,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,166
30/05/2018,20,19.1,64,2.6,1530,12.1,0.06,0.0,0.0,Spring,No Holiday,Yes,2224
07/01/2018,22,1.1,40,0.5,1305,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes,214
07/03/2018,5,2.5,63,1.3,1987,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,97
18/11/2018,5,2.3,53,0.6,1763,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,92
01/05/2018,10,22.2,61,1.2,531,14.3,1.72,0.0,0.0,Spring,Holiday,Yes,1002
22/01/2018,9,0.1,33,0.8,1901,-14.3,0.06,0.0,0.0,Winter,No Holiday,Yes,365
04/06/2018,18,24.4,48,1.9,1998,12.6,0.56,0.0,0.0,Summer,No Holiday,Yes,3380
19/01/2018,2,-0.3,44,1.7,1295,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,140
12/06/2018,20,21.6,62,3.3,2000,13.9,0.09,0.0,0.0,Summer,No Holiday,Yes,2579
02/05/2018,2,19.0,80,1.6,346,15.4,0.0,0.0,0.0,Spring,No Holiday,Yes,245
19/12/2017,10,-4.6,41,2.8,1815,-15.8,0.57,0.0,2.5,Winter,No Holiday,Yes,151
23/09/2018,16,24.6,29,4.0,1988,5.3,1.73,0.0,0.0,Autumn,Holiday,Yes,1502
28/01/2018,7,-8.0,39,1.9,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,42
30/01/2018,17,-2.4,85,0.3,174,-4.5,0.06,0.0,0.6,Winter,No Holiday,Yes,53
27/07/2018,21,30.3,75,1.1,1289,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1547
13/01/2018,22,-4.3,81,0.4,435,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,168
11/09/2018,2,18.9,52,1.1,2000,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,435
16/04/2018,11,14.1,32,1.3,2000,-2.3,2.67,0.0,0.0,Spring,No Holiday,Yes,855
23/09/2018,18,22.3,53,2.7,2000,12.2,0.44,0.0,0.0,Autumn,Holiday,Yes,1492
04/05/2018,3,9.6,66,0.9,1685,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,224
06/05/2018,15,17.8,77,1.6,2000,13.7,1.13,0.0,0.0,Spring,No Holiday,Yes,770
08/01/2018,17,2.7,50,2.8,1957,-6.7,0.06,0.0,0.0,Winter,No Holiday,Yes,385
24/11/2018,16,3.5,82,1.6,1092,0.7,0.51,0.0,3.6,Autumn,No Holiday,Yes,436
15/02/2018,5,-2.4,33,3.1,2000,-16.5,0.0,0.0,0.0,Winter,Holiday,Yes,32
24/10/2018,9,10.1,72,1.1,728,5.2,0.9,0.0,0.0,Autumn,No Holiday,Yes,1151
10/07/2018,0,20.4,97,0.3,183,19.9,0.0,5.5,0.0,Summer,No Holiday,Yes,29
25/05/2018,21,19.1,50,1.4,1378,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,1740
27/04/2018,18,20.3,47,2.5,705,8.6,0.77,0.0,0.0,Spring,No Holiday,Yes,2577
08/10/2018,6,9.5,68,0.9,2000,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,503
27/11/2018,7,3.6,83,0.9,350,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,815
22/02/2018,19,3.5,60,2.7,936,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,499
20/09/2018,13,18.9,89,2.6,586,17.0,0.58,0.0,0.0,Autumn,No Holiday,Yes,301
01/11/2018,19,10.5,49,1.2,1965,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1561
14/04/2018,3,12.1,41,1.0,2000,-0.7,0.0,0.2,0.0,Spring,No Holiday,Yes,62
19/03/2018,14,10.1,59,3.3,2000,2.4,0.57,0.0,0.0,Spring,No Holiday,Yes,326
16/04/2018,0,8.3,59,2.1,1912,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,401
24/06/2018,8,21.3,78,0.7,351,17.3,0.51,0.0,0.0,Summer,No Holiday,Yes,561
07/11/2018,11,12.4,82,0.6,507,9.4,0.34,0.0,0.0,Autumn,No Holiday,Yes,608
15/08/2018,19,28.7,76,0.7,2000,24.0,0.11,0.9,0.0,Summer,Holiday,Yes,1301
01/12/2017,6,-6.6,35,1.3,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,181
04/04/2018,4,14.1,97,1.7,306,13.6,0.0,3.0,0.0,Spring,No Holiday,Yes,14
20/04/2018,1,11.8,60,0.2,918,4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,436
17/06/2018,22,22.2,70,0.5,1056,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,1819
19/02/2018,23,0.5,73,1.5,465,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes,218
25/07/2018,12,31.1,60,2.7,1331,22.4,1.02,0.0,0.0,Summer,No Holiday,Yes,791
07/02/2018,3,-12.5,49,1.5,1885,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,51
23/10/2018,15,16.6,68,1.5,955,10.6,1.55,0.0,0.0,Autumn,No Holiday,Yes,1010
27/09/2018,0,16.7,50,1.7,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,770
06/08/2018,12,33.2,59,2.6,1289,24.0,2.37,0.0,0.0,Summer,No Holiday,Yes,613
25/02/2018,6,-0.8,44,0.6,1541,-11.5,0.0,0.0,0.0,Winter,No Holiday,Yes,54
10/04/2018,14,21.2,35,7.4,1992,5.1,1.8,0.0,0.0,Spring,No Holiday,Yes,913
04/07/2018,0,25.9,79,0.3,2000,21.9,0.0,0.0,0.0,Summer,No Holiday,Yes,971
04/08/2018,16,34.5,49,4.0,1925,22.2,2.35,0.0,0.0,Summer,No Holiday,Yes,700
04/03/2018,10,9.8,90,0.8,335,8.2,0.64,0.0,0.0,Spring,No Holiday,Yes,239
31/01/2018,10,-2.3,63,1.7,1286,-8.4,0.22,0.0,3.2,Winter,No Holiday,Yes,102
14/09/2018,9,22.3,69,1.3,2000,16.3,0.61,0.0,0.0,Autumn,No Holiday,Yes,1201
17/02/2018,17,0.6,17,3.3,2000,-21.7,0.79,0.0,0.0,Winter,Holiday,Yes,250
23/04/2018,3,9.9,93,2.3,990,8.8,0.0,0.5,0.0,Spring,No Holiday,Yes,8
30/07/2018,10,32.0,50,2.1,1992,20.2,2.34,0.0,0.0,Summer,No Holiday,Yes,609
02/08/2018,13,36.7,44,1.4,1765,22.4,1.9,0.0,0.0,Summer,No Holiday,Yes,550
04/05/2018,9,14.1,42,1.9,1893,1.3,1.78,0.0,0.0,Spring,No Holiday,Yes,1155
23/02/2018,5,1.0,91,0.7,257,-0.3,0.0,0.0,3.8,Winter,No Holiday,Yes,39
17/05/2018,12,21.7,96,0.8,1773,21.0,0.81,1.5,0.0,Spring,No Holiday,Yes,467
01/10/2018,3,13.6,56,1.6,2000,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,179
03/09/2018,12,23.9,83,1.1,1901,20.8,0.27,0.0,0.0,Autumn,No Holiday,Yes,673
24/09/2018,18,20.3,35,2.4,2000,4.3,0.46,0.0,0.0,Autumn,Holiday,Yes,1237
21/03/2018,18,2.0,77,1.3,2000,-1.6,0.07,0.0,0.0,Spring,No Holiday,Yes,615
17/01/2018,2,3.1,65,0.8,310,-2.8,0.0,0.0,0.0,Winter,No Holiday,Yes,140
22/07/2018,17,37.6,33,2.1,1837,18.5,1.82,0.0,0.0,Summer,No Holiday,Yes,965
14/02/2018,19,3.9,37,1.4,1417,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,316
28/08/2018,0,23.5,88,0.6,2000,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes,870
29/05/2018,22,19.9,85,1.7,559,17.2,0.0,0.0,0.0,Spring,No Holiday,Yes,1121
16/11/2018,5,6.9,66,0.5,698,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,151
22/05/2018,16,19.5,80,1.2,553,15.9,0.53,0.4,0.0,Spring,Holiday,Yes,86
13/06/2018,13,24.9,52,1.8,1554,14.3,1.7,0.0,0.0,Summer,No Holiday,Yes,1834
21/01/2018,12,3.9,30,1.6,1085,-12.1,0.91,0.0,0.0,Winter,No Holiday,Yes,271
24/11/2018,23,2.8,86,1.2,476,0.6,0.0,0.0,3.0,Autumn,No Holiday,Yes,386
16/02/2018,8,-5.4,38,0.7,2000,-17.5,0.04,0.0,0.0,Winter,Holiday,Yes,68
06/03/2018,2,0.3,71,0.9,1999,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,122
21/08/2018,0,28.3,59,3.7,1945,19.5,0.0,0.0,0.0,Summer,No Holiday,Yes,898
03/11/2018,23,9.2,65,1.2,1064,2.9,0.0,0.0,0.0,Autumn,No Holiday,No,0
20/05/2018,13,19.9,33,1.4,2000,3.1,1.28,0.0,0.0,Spring,No Holiday,Yes,1559
13/07/2018,20,28.2,76,2.2,1888,23.5,0.08,0.0,0.0,Summer,No Holiday,Yes,2069
05/07/2018,16,28.2,71,1.7,2000,22.4,0.96,0.0,0.0,Summer,No Holiday,Yes,1105
25/10/2018,11,16.4,43,0.7,1713,3.7,1.96,0.0,0.0,Autumn,No Holiday,Yes,956
17/12/2017,2,-8.7,40,2.8,2000,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,132
06/02/2018,20,-9.6,34,2.6,2000,-22.5,0.0,0.0,0.0,Winter,No Holiday,Yes,193
29/04/2018,9,14.9,39,0.9,1354,1.0,1.56,0.0,0.0,Spring,No Holiday,Yes,716
24/07/2018,9,31.7,59,1.0,1706,22.6,1.69,0.0,0.0,Summer,No Holiday,Yes,926
24/03/2018,2,5.0,50,1.7,669,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,305
17/07/2018,1,25.8,78,0.4,2000,21.6,0.0,0.0,0.0,Summer,No Holiday,Yes,692
02/09/2018,22,25.7,64,1.1,2000,18.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1511
